,town_geocode
638,167 BOON LAY DRunavailable
639,168 BOON LAY DRunavailable
640,169 BOON LAY DRunavailable
641,170 BOON LAY DRunavailable
642,172 BOON LAY DRunavailable
643,"('1.34640538174578', '103.71077711286')"
644,"('1.34561976984928', '103.711613047955')"
645,"('1.34505773588933', '103.710699802755')"
646,"('1.34700367367083', '103.714216413585')"
647,"('1.34625797211644', '103.715154716629')"
648,"('1.34764592847862', '103.7129331836')"
649,"('1.34824122465841', '103.7140978842')"
650,"('1.34912704098711', '103.713021012998')"
651,"('1.34945934187377', '103.712840315508')"
652,"('1.34901664211502', '103.712178566174')"
653,"('1.34868437470614', '103.712359844107')"
654,"('1.34609883764925', '103.717876373079')"
655,"('1.34550365269314', '103.720557509549')"
656,"('1.34584959149842', '103.719724305774')"
657,"('1.34779267211314', '103.71959110524')"
658,"('1.35069822477174', '103.720905064522')"
659,"('1.34958659802717', '103.727240365566')"
660,"('1.34917459623674', '103.72723983348')"
661,"('1.34872511571948', '103.72724315066')"
662,"('1.3483471084985', '103.727243025871')"
663,"('1.34771574253853', '103.7241842095')"
664,"('1.34771611238472', '103.725087068634')"
665,"('1.34788417193502', '103.716417389865')"
666,"('1.34896771891724', '103.717106045626')"
667,"('1.34973033190253', '103.717144967862')"
668,"('1.34992094562962', '103.716717859141')"
669,"('1.35067572843469', '103.720022392894')"
670,"('1.34820888556575', '103.726357754906')"
671,"('1.34958656573247', '103.72631531647')"
672,"('1.34684614465939', '103.725229988301')"
673,"('1.34948623818175', '103.711018394035')"
674,"('1.34939577575499', '103.710819595088')"
675,220 BOON LAY AVEunavailable
676,"('1.34642397230739', '103.720898095436')"
677,"('1.35263257879691', '103.719400998152')"
678,"('1.35221571310532', '103.719555604477')"
679,"('1.35248124739534', '103.720399429592')"
680,"('1.35323480092319', '103.71786608982')"
681,"('1.3527798445309', '103.722858578257')"
682,"('1.35151847519437', '103.719496480131')"
683,"('1.35163889174202', '103.717524141693')"
684,"('1.35106549757433', '103.718527806379')"
685,"('1.35336452654527', '103.722562360938')"
686,"('1.35230306526458', '103.72463219774')"
687,"('1.35186325238554', '103.715798646003')"
688,"('1.35229053905004', '103.715246438458')"
689,"('1.35280491257393', '103.716740537175')"
690,"('1.35237770099493', '103.716921171248')"
691,"('1.35057187534259', '103.723239272388')"
692,"('1.35021069322065', '103.720031948834')"
693,"('1.35282431865817', '103.724982266808')"
694,"('1.35242591430816', '103.725924618185')"
695,"('1.35208689545167', '103.722864957524')"
696,"('1.35195380808937', '103.719396655601')"
697,"('1.35157800634866', '103.718510889309')"
698,"('1.35087571532422', '103.716353293406')"
699,"('1.35298202689802', '103.714914008213')"
700,"('1.35457631683511', '103.718900605151')"
701,"('1.3444211304079', '103.714343745983')"
702,"('1.34413570974204', '103.715657464606')"
703,"('1.34485415589358', '103.71571623191')"
704,"('1.35489444765725', '103.721256064307')"
705,"('1.35419821230377', '103.717344057356')"
706,"('1.34849441236314', '103.721245210516')"
707,"('1.30283219012693', '103.882979059119')"
708,"('1.3234256745592', '103.860686612229')"
709,"('1.30539150676389', '103.863222183958')"
710,"('1.30736241836646', '103.860472435164')"
711,"('1.29509740789339', '103.85406834457')"
712,"('1.30403300585898', '103.864928408355')"
713,"('1.32128020862279', '103.854938084831')"
714,"('1.31423066717314', '103.870061150868')"
715,20 UPP BOON KENG RDunavailable
716,"('1.31862347782977', '103.862324355167')"
717,"('1.3183075369852', '103.86292186863')"
718,"('1.31869832503738', '103.863232193576')"
719,"('1.32050169556608', '103.863341271367')"
720,"('1.3223875270991', '103.866126107239')"
721,"('1.32504567583472', '103.854762707954')"
722,"('1.32441875533381', '103.858185074994')"
723,"('1.32278920327274', '103.856444472629')"
724,"('1.32387379240679', '103.856482753763')"
725,"('1.31423937033551', '103.870914031459')"
726,"('1.32158068709129', '103.854150953187')"
727,"('1.31969547154613', '103.868364964604')"
728,"('1.32195385488883', '103.869843391813')"
729,"('1.31543175817283', '103.871651573593')"
730,"('1.32265301195608', '103.87130995354')"
731,"('1.32300949333249', '103.871104763913')"
732,"('1.3129579815118', '103.850158739219')"
733,"('1.31514019805556', '103.850798372212')"
734,"('1.30016459105', '103.884228450233')"
735,"('1.3247396755322', '103.862860231376')"
736,"('1.32226013692281', '103.86662310263')"
737,"('1.32577955574857', '103.858806901306')"
738,"('1.32690591898182', '103.856486649121')"
739,"('1.31895176233165', '103.850517972593')"
740,"('1.32319022987198', '103.857027960797')"
741,"('1.32357483276513', '103.857034858444')"
742,"('1.32041710187602', '103.853813946402')"
743,"('1.31979508625986', '103.860435814245')"
744,"('1.32734143333539', '103.852780650365')"
745,"('1.32871478392959', '103.850545321033')"
746,"('1.28059687612758', '103.790460040807')"
747,"('1.32499291341079', '103.863049863163')"
748,"('1.32796267483785', '103.844826964123')"
749,"('1.30928836905115', '103.861442474883')"
750,"('1.32780496961457', '103.853262284564')"
751,"('1.3187235805299', '103.874226522075')"
752,"('1.30510417415071', '103.860869351858')"
753,"('1.32364514773996', '103.868295292623')"
754,"('1.32388371941336', '103.867864793507')"
755,"('1.32432231336421', '103.868159565036')"
756,"('1.30431042727382', '103.862781478293')"
757,"('1.30337040429401', '103.912521922537')"
758,"('1.30391193028103', '103.909740471499')"
759,"('1.30445743674353', '103.909602924396')"
760,"('1.30509642100259', '103.917733747552')"
761,"('1.30452210196584', '103.915054010998')"
762,"('1.303178277126', '103.911806642809')"
763,"('1.30370556638513', '103.911444787591')"
764,"('1.30422279476766', '103.911164021354')"
765,"('1.30409794254107', '103.917275409766')"
766,"('1.30267023304987', '103.909040353592')"
767,"('1.30542368483748', '103.914004754803')"
768,"('1.3055188809192', '103.913021967404')"
769,"('1.30380541604563', '103.908362369014')"
770,"('1.30428356986834', '103.908364873073')"
771,"('1.30452764484152', '103.908943951039')"
772,"('1.30155231275164', '103.908408095825')"
773,"('1.30410606657184', '103.917733367516')"
774,"('1.30460708550376', '103.915739855584')"
775,"('1.30404168480361', '103.915575511946')"
776,"('1.30347617922703', '103.915411740341')"
777,"('1.30422050058916', '103.800400186159')"
778,"('1.30467866112528', '103.800423584746')"
779,"('1.29882088823232', '103.797091199831')"
780,"('1.29911685240757', '103.796583831778')"
781,53 TANGLIN HALT RDunavailable
782,54 TANGLIN HALT RDunavailable
783,"('1.30635203323967', '103.79846623315')"
784,"('1.29705265098724', '103.797078117356')"
785,"('1.29871092283081', '103.798579967767')"
786,"('1.29750810337269', '103.798722843014')"
787,"('1.29656744545058', '103.798378639997')"
788,"('1.2972924543604', '103.79822869754')"
789,"('1.29810641144417', '103.799781003593')"
790,"('1.29936191629581', '103.799471412664')"
791,"('1.29776969323291', '103.797090140513')"
792,"('1.30310343884227', '103.782905027596')"
793,"('1.30380245042432', '103.782320297799')"
794,96 MARGARET DRunavailable
795,"('1.31228409003273', '103.78840388918')"
796,"('1.31269310627626', '103.788308828224')"
797,"('1.31319369617182', '103.788192237043')"
798,"('1.31199891286265', '103.787189701148')"
799,"('1.31237872986354', '103.786971451599')"
800,"('1.31287975684307', '103.786855017635')"
801,"('1.30703602610859', '103.784633269754')"
802,24 DOVER CRESunavailable
803,"('1.3100811823695', '103.788532893714')"
804,"('1.31143852315951', '103.788298892377')"
805,"('1.29151824833554', '103.802513058468')"
806,"('1.29073246202285', '103.803846934678')"
807,173 STIRLING RDunavailable
808,172 STIRLING RDunavailable
809,"('1.29209690708572', '103.804229821165')"
810,"('1.29154391563021', '103.803508038366')"
811,"('1.30796826360553', '103.795646462312')"
812,"('1.30711569200945', '103.795264623935')"
813,"('1.30651406379174', '103.794222994827')"
814,"('1.3075559256341', '103.794443576453')"
815,"('1.30934498335733', '103.795559353753')"
816,"('1.30935284651406', '103.794873297267')"
817,"('1.31419089884465', '103.782719704956')"
818,"('1.30923402190645', '103.793230915771')"
819,"('1.31760455676079', '103.782221041467')"
820,"('1.30790383303654', '103.792961440964')"
821,"('1.29767708730608', '103.799636799806')"
822,"('1.29825219188502', '103.797090121677')"
823,"('1.30488634425758', '103.79918156237')"
824,"('1.30438425657259', '103.79934984603')"
825,52 TANGLIN HALT RDunavailable
826,"('1.30537797355378', '103.799323866169')"
827,"('1.30525193756004', '103.800073029624')"
828,"('1.29801124613722', '103.797090699239')"
829,"('1.29959485848543', '103.796748250051')"
830,74 C'WEALTH DRunavailable
831,77 C'WEALTH DRunavailable
832,79 C'WEALTH DRunavailable
833,78 C'WEALTH DRunavailable
834,"('1.30674648149908', '103.797955728951')"
835,"('1.29789665122029', '103.799696530747')"
836,"('1.29854325684414', '103.799897877481')"
837,"('1.30682219078482', '103.801447113437')"
838,"('1.30743412917943', '103.801143772389')"
839,"('1.30782464878023', '103.800629787177')"
840,"('1.30805159231327', '103.800842814413')"
841,"('1.29962052462035', '103.799386404296')"
842,"('1.29984826214094', '103.796977280309')"
843,"('1.29704971782507', '103.79822773294')"
844,"('1.30743646519275', '103.78362947863')"
845,36 DOVER RDunavailable
846,"('1.31128823600903', '103.787230603612')"
847,"('1.30499200291151', '103.785807493097')"
848,"('1.30537011229366', '103.786079519406')"
849,"('1.30556381153272', '103.785595231093')"
850,"('1.31049160423204', '103.79225696682')"
851,5 SELETAR WEST FARMWAY 6unavailable
852,"('1.35003202767253', '103.876841832334')"
853,"('1.36990140336943', '103.87120683593')"
854,"('1.37024745860601', '103.870225980491')"
855,"('1.35384811106518', '103.866961802929')"
856,"('1.37084327297737', '103.871153606719')"
857,"('1.3681312354317', '103.870576991283')"
858,"('1.35647098065068', '103.871126764494')"
859,"('1.3591460613704', '103.871810901097')"
860,"('1.35492978202648', '103.873639912916')"
861,"('1.34943810795905', '103.877326449296')"
862,"('1.36943351823831', '103.870511407041')"
863,"('1.35801075096415', '103.872138225755')"
864,"('1.36726629285153', '103.871070695868')"
865,"('1.36605821730761', '103.871874850688')"
866,"('1.35293445761679', '103.865970806633')"
867,"('1.3684875699447', '103.871588685744')"
868,"('1.3688522558684', '103.871488888571')"
869,"('1.3679757504585', '103.870862723896')"
870,"('1.35680090852309', '103.873051105555')"
871,"('1.35717269116489', '103.873093293448')"
872,"('1.36748142862257', '103.871491752337')"
873,"('1.35301133658634', '103.86647177389')"
874,"('1.34671616267656', '103.945521388285')"
875,"('1.34647851256665', '103.946176781633')"
876,"('1.34629813577257', '103.947509805595')"
877,"('1.35191743647505', '103.952832223103')"
878,"('1.35077278806368', '103.9492592317')"
879,"('1.35074543601676', '103.948024392634')"
880,"('1.35290528862856', '103.952539174975')"
881,"('1.3455045062724', '103.945588355383')"
882,"('1.34679100571296', '103.940776965834')"
883,"('1.34642313830126', '103.940969858247')"
884,"('1.34763507689117', '103.936695602239')"
885,"('1.34797229492491', '103.93683820272')"
886,"('1.34649483830586', '103.936047649782')"
887,"('1.3461209211382', '103.936473342998')"
888,"('1.34691471378463', '103.947416464642')"
889,"('1.34694662248116', '103.949306963291')"
890,"('1.35001074194263', '103.952816059954')"
891,"('1.349174345716', '103.954250054814')"
892,"('1.34829994079049', '103.95005945995')"
893,"('1.35002249802552', '103.95518196801')"
894,"('1.35039108059223', '103.954901592901')"
895,"('1.35380840642139', '103.947114964145')"
896,"('1.35375664901938', '103.950970398919')"
897,"('1.34902777063214', '103.939568394541')"
898,"('1.35094609975013', '103.943260115057')"
899,"('1.35275541922653', '103.948119177521')"
900,"('1.35231862292149', '103.948457987374')"
901,"('1.35551796009099', '103.954009189132')"
902,"('1.35590413566011', '103.948024616734')"
903,"('1.35549051078672', '103.947212194692')"
904,"('1.35590516879669', '103.947447486706')"
905,"('1.35479243854559', '103.952612725374')"
906,"('1.34980832347153', '103.949577963482')"
907,"('1.34963011004171', '103.948635174972')"
908,"('1.35786466213391', '103.947534562834')"
909,"('1.35107329077378', '103.945003856886')"
910,"('1.35433851523618', '103.950029531311')"
911,"('1.35254702298525', '103.949064113036')"
912,"('1.347929652568', '103.936119933977')"
913,"('1.3483964837387', '103.936808711751')"
914,"('1.35416816346776', '103.951861755793')"
915,"('1.35466443138885', '103.953165900686')"
916,"('1.34695081847394', '103.936416159541')"
917,"('1.34645463315474', '103.936611366113')"
918,"('1.35196574894384', '103.950237717969')"
919,"('1.35245349194636', '103.950238896388')"
920,"('1.34953667920762', '103.952988196976')"
921,"('1.34915940818726', '103.950281490906')"
922,"('1.34781303677538', '103.950409276356')"
923,"('1.34824895315275', '103.944920713854')"
924,"('1.34953223099799', '103.947459140714')"
925,"('1.34882100651553', '103.946433351076')"
926,"('1.35000084839602', '103.945978324355')"
927,"('1.35078046855695', '103.954999561007')"
928,"('1.35430349301699', '103.950965476662')"
929,"('1.34886928075247', '103.938985222573')"
930,"('1.34981662888398', '103.938742161124')"
931,"('1.35326407704511', '103.948114820428')"
932,"('1.34727819641372', '103.951193517105')"
933,"('1.34597336332087', '103.940210611577')"
934,"('1.350101714776', '103.935397838075')"
935,"('1.35085325206011', '103.93537992169')"
936,"('1.35120565159908', '103.934535695143')"
937,"('1.35191019042837', '103.947108773379')"
938,"('1.35228092171658', '103.946911552645')"
939,"('1.35104130847402', '103.946051539375')"
940,"('1.34695403231693', '103.937332877241')"
941,"('1.34656173045585', '103.937340025822')"
942,"('1.35059956586076', '103.954048143325')"
943,"('1.35887571395227', '103.950535549557')"
944,"('1.35070236635392', '103.945183618846')"
945,"('1.35376054012844', '103.949939708912')"
946,"('1.3477050498226', '103.937555571928')"
947,"('1.34964117458858', '103.955337216192')"
948,"('1.35178748673912', '103.95475675786')"
949,"('1.35641019271569', '103.948701736728')"
950,"('1.35401799259079', '103.952704018124')"
951,"('1.34753919206552', '103.947675427986')"
952,"('1.34943561239534', '103.939252333523')"
953,"('1.34678375050017', '103.951136569321')"
954,"('1.34629229402625', '103.951686109789')"
955,"('1.34800834174247', '103.942813802423')"
956,"('1.35320840937901', '103.946489840363')"
957,"('1.35140199155209', '103.942727273621')"
958,"('1.35061317143501', '103.942249974279')"
959,"('1.33913568992412', '103.845562921008')"
960,"('1.33950922302573', '103.85564679729')"
961,"('1.3375718690811', '103.858843935428')"
962,"('1.34063140668544', '103.844305221987')"
963,"('1.34094034792461', '103.844305919348')"
964,"('1.34128334016832', '103.844605484696')"
965,"('1.33780452154069', '103.85079328117')"
966,"('1.33956400517882', '103.848585713817')"
967,"('1.33917577957921', '103.848380074395')"
968,"('1.33822603074183', '103.848596916655')"
969,"('1.33860752552334', '103.853515565238')"
970,"('1.33943033543358', '103.853442790992')"
971,166 LOR 1 TOA PAYOHunavailable
972,"('1.33781465652998', '103.84513085219')"
973,"('1.33781616112252', '103.844214270088')"
974,"('1.34047287241805', '103.846142516335')"
975,30 LOR 5 TOA PAYOHunavailable
976,"('1.337504820026', '103.857839466376')"
977,"('1.33455570085904', '103.857191175608')"
978,"('1.33674610724551', '103.857615884177')"
979,"('1.33628332874341', '103.859026987388')"
